recordno,street,city,zip,state,email,birth_date,telno,ssn
52,8299 HALBRITE WAY,SACRAMENTO,95828,CA,henry@gmail.com,05/21/1981,173000,
53,7223 KALLIE KAY LN,SACRAMENTO,95823,CA,henry@gmail.com,05/21/1981,174250,
54,8156 STEINBECK WAY,SACRAMENTO,95828,CA,henry@gmail.com,05/21/1981,174313,
55,7957 VALLEY GREEN DR,SACRAMENTO,95823,CA,henry@gmail.com,05/21/1981,178480,
56,1122 WILD POPPY CT,GALT,95632,CA,henry@gmail.com,05/21/1981,178760,
57,4520 BOMARK WAY,SACRAMENTO,95842,CA,steve@outlook.com,05/21/1981,179580,
58,9012 KIEFER BLVD,SACRAMENTO,95826,CA,henry@gmail.com,05/21/1981,181000,
59,5332 SANDSTONE ST,CARMICHAEL,95608,CA,henry@gmail.com,05/21/1981,181872,
60,5993 SAWYER CIR,SACRAMENTO,95823,CA,henry@gmail.com,05/21/1981,182587,
61,4844 CLYDEBANK WAY,ANTELOPE,95843,CA,henry@gmail.com,05/21/1981,182716,
62,306 CAMELLIA WAY,GALT,95632,CA,henry@gmail.com,05/21/1981,182750,
63,9021 MADISON AVE,ORANGEVALE,95662,CA,henry@gmail.com,05/21/1981,183200,
64,404 6TH ST,GALT,95632,CA,henry@gmail.com,05/21/1981,188741,
65,8317 SUNNY CREEK WAY,SACRAMENTO,95823,CA,henry@gmail.com,05/21/1981,189000,
66,2617 BASS CT,SACRAMENTO,95826,CA,henry@gmail.com,05/21/1981,192067,
67,7005 TIANT WAY,ELK GROVE,95758,CA,henry@gmail.com,05/21/1981,194000,
68,7895 CABER WAY,ANTELOPE,95843,CA,henry@gmail.com,05/21/1981,194818,
69,7624 BOGEY CT,SACRAMENTO,95828,CA,steve@outlook.com,05/21/1981,195000,
70,6930 HAMPTON COVE WAY,SACRAMENTO,95823,CA,henry@gmail.com,05/21/1981,198000,
71,8708 MESA BROOK WAY,ELK GROVE,95624,CA,henry@gmail.com,05/21/1981,199500,
72,120 GRANT LN,FOLSOM,95630,CA,henry@gmail.com,05/21/1981,200000,
73,5907 ELLERSLEE DR,CARMICHAEL,95608,CA,henry@gmail.com,05/21/1981,200000,
74,17 SERASPI CT,SACRAMENTO,95834,CA,henry@gmail.com,05/21/1981,206000,
75,170 PENHOW CIR,SACRAMENTO,95834,CA,henry@gmail.com,05/21/1981,208000,
76,8345 STAR THISTLE WAY,SACRAMENTO,95823,CA,henry@gmail.com,05/21/1981,212864,
77,9080 FRESCA WAY,ELK GROVE,95758,CA,henry@gmail.com,05/21/1981,221000,
78,391 NATALINO CIR,SACRAMENTO,95835,CA,henry@gmail.com,05/21/1981,221000,
79,8373 BLACKMAN WAY,ELK GROVE,95624,CA,henry@gmail.com,05/21/1981,223058,
80,9837 CORTE DORADO CT,ELK GROVE,95624,CA,henry@gmail.com,05/21/1981,227887,
81,5037 J PKWY,SACRAMENTO,95823,CA,henry@gmail.com,05/21/1981,231477,
82,10245 LOS PALOS DR,RANCHO CORDOVA,95670,CA,henry@gmail.com,05/21/1981,234697,
83,6613 NAVION DR,CITRUS HEIGHTS,95621,CA,henry@gmail.com,05/21/1981,235000,
84,2887 AZEVEDO DR,SACRAMENTO,95833,CA,henry@gmail.com,05/21/1981,236000,
85,9186 KINBRACE CT,SACRAMENTO,95829,CA,henry@gmail.com,05/21/1981,236685,
86,4243 MIDDLEBURY WAY,MATHER,95655,CA,henry@gmail.com,05/21/1981,237800,
87,1028 FALLON PLACE CT,RIO LINDA,95673,CA,henry@gmail.com,05/21/1981,240122,
88,4804 NORIKER DR,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,242638,
89,7713 HARVEST WOODS DR,SACRAMENTO,95828,CA,henry@gmail.com,05/21/1981,244000,
90,2866 KARITSA AVE,SACRAMENTO,95833,CA,henry@gmail.com,05/21/1981,244500,
91,6913 RICHEVE WAY,SACRAMENTO,95828,CA,henry@gmail.com,05/21/1981,244960,
92,8636 TEGEA WAY,ELK GROVE,95624,CA,henry@gmail.com,05/21/1981,245918,
93,5448 MAIDSTONE WAY,CITRUS HEIGHTS,95621,CA,henry@gmail.com,05/21/1981,250000,
94,18 OLLIE CT,ELK GROVE,95758,CA,henry@gmail.com,05/21/1981,250000,
95,4010 ALEX LN,CARMICHAEL,95608,CA,corbett@hotmail.com,05/21/1981,250134,
96,4901 MILLNER WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,254200,
97,4818 BRITTNEY LEE CT,SACRAMENTO,95841,CA,henry@gmail.com,05/21/1981,254200,
98,5529 LAGUNA PARK DR,ELK GROVE,95758,CA,henry@gmail.com,05/21/1981,258000,
99,230 CANDELA CIR,SACRAMENTO,95835,CA,henry@gmail.com,05/21/1981,260000,
100,4900 71ST ST,SACRAMENTO,95820,CA,henry@gmail.com,05/21/1981,260014,
101,12209 CONSERVANCY WAY,RANCHO CORDOVA,95742,CA,henry@gmail.com,05/21/1981,263500,
102,4236 NATOMAS CENTRAL DR,SACRAMENTO,95834,CA,corbett@hotmail.com,05/21/1981,265000,
103,5615 LUPIN LN,POLLOCK PINES,95726,CA,henry@gmail.com,05/21/1981,265000,
104,5625 JAMES WAY,SACRAMENTO,95822,CA,henry@gmail.com,05/21/1981,271742,
105,7842 LAHONTAN CT,SACRAMENTO,95829,CA,henry@gmail.com,05/21/1981,273750,
106,6850 21ST ST,SACRAMENTO,95822,CA,henry@gmail.com,05/21/1981,275086,
107,2900 BLAIR RD,POLLOCK PINES,95726,CA,henry@gmail.com,05/21/1981,280908,
108,2064 EXPEDITION WAY,SACRAMENTO,95832,CA,henry@gmail.com,05/21/1981,280987,
109,2912 NORCADE CIR,SACRAMENTO,95826,CA,steve@outlook.com,05/21/1981,282400,
110,9507 SEA CLIFF WAY,ELK GROVE,95758,CA,henry@gmail.com,05/21/1981,285000,
111,8882 AUTUMN GOLD CT,ELK GROVE,95624,CA,henry@gmail.com,05/21/1981,287417,
112,5322 WHITE LOTUS WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,291000,
113,1838 CASTRO WAY,SACRAMENTO,95818,CA,henry@gmail.com,05/21/1981,292024,
114,10158 CRAWFORD WAY,SACRAMENTO,95827,CA,steve@outlook.com,05/21/1981,297000,
115,7731 MASTERS ST,ELK GROVE,95758,CA,henry@gmail.com,05/21/1981,297000,
116,4925 PERCHERON DR,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,298000,
117,2010 PROMONTORY POINT LN,GOLD RIVER,95670,CA,henry@gmail.com,05/21/1981,299000,
118,4727 SAVOIE WAY,SACRAMENTO,95835,CA,henry@gmail.com,05/21/1981,304037,
119,8664 MAGNOLIA HILL WAY,ELK GROVE,95624,CA,henry@gmail.com,05/21/1981,311000,
120,9570 HARVEST ROSE WAY,SACRAMENTO,95827,CA,henry@gmail.com,05/21/1981,315537,
121,4359 CREGAN CT,RANCHO CORDOVA,95742,CA,henry@gmail.com,05/21/1981,320000,
122,5337 DUSTY ROSE WAY,RANCHO CORDOVA,95742,CA,henry@gmail.com,05/21/1981,320000,
123,8929 SUTTERS GOLD DR,SACRAMENTO,95826,CA,henry@gmail.com,05/21/1981,328360,
124,8025 PEERLESS AVE,ORANGEVALE,95662,CA,henry@gmail.com,05/21/1981,334150,
125,4620 WELERA WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,335750,
126,9723 TERRAPIN CT,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,335750,
127,2115 SMOKESTACK WAY,SACRAMENTO,95833,CA,henry@gmail.com,05/21/1981,339500,
128,100 REBECCA WAY,FOLSOM,95630,CA,henry@gmail.com,05/21/1981,344250,
129,9488 OAK VILLAGE WAY,ELK GROVE,95758,CA,henry@gmail.com,05/21/1981,346210,
130,8495 DARTFORD DR,SACRAMENTO,95823,CA,henry@gmail.com,05/21/1981,347029,
131,6708 PONTA DO SOL WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,347650,
132,4143 SEA MEADOW WAY,SACRAMENTO,95823,CA,henry@gmail.com,05/21/1981,351300,
133,3020 RICHARDSON CIR,EL DORADO HILLS,95762,CA,henry@gmail.com,05/21/1981,352000,
134,8082 LINDA ISLE LN,SACRAMENTO,95831,CA,henry@gmail.com,05/21/1981,370000,
135,15300 MURIETA SOUTH PKWY,RANCHO MURIETA,95683,CA,henry@gmail.com,05/21/1981,370500,
136,11215 SHARRMONT CT,WILTON,95693,CA,henry@gmail.com,05/21/1981,372000,
137,7105 DANBERG WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,375000,
138,5579 JERRY LITELL WAY,SACRAMENTO,95835,CA,henry@gmail.com,05/21/1981,381300,
139,1050 FOXHALL WAY,SACRAMENTO,95831,CA,henry@gmail.com,05/21/1981,381942,
140,7837 ABBINGTON WAY,ANTELOPE,95843,CA,henry@gmail.com,05/21/1981,387731,
141,1300 F ST,SACRAMENTO,95814,CA,henry@gmail.com,05/21/1981,391000,
142,6801 RAWLEY WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,394470,
143,1693 SHELTER COVE DR,GREENWOOD,95635,CA,henry@gmail.com,05/21/1981,395000,
144,9361 WADDELL LN,ELK GROVE,95624,CA,henry@gmail.com,05/21/1981,400186,
145,10 SEA FOAM CT,SACRAMENTO,95831,CA,henry@gmail.com,05/21/1981,415000,
146,6945 RIO TEJO WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,425000,
147,4186 TULIP PARK WAY,RANCHO CORDOVA,95742,CA,henry@gmail.com,05/21/1981,430000,
148,9278 DAIRY CT,ELK GROVE,95624,CA,henry@gmail.com,05/21/1981,445000,
149,207 ORANGE BLOSSOM CIR Unit C,FOLSOM,95630,CA,henry@gmail.com,05/21/1981,460000,
150,6507 RIO DE ONAR WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,461000,
151,7004 RAWLEY WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,489332,
152,6503 RIO DE ONAR WAY,ELK GROVE,95757,CA,henry@gmail.com,05/21/1981,510000,
153,2217 APPALOOSA CT,FOLSOM,95630,CA,henry@gmail.com,05/21/1981,539000,
154,868 HILDEBRAND CIR,FOLSOM,95630,CA,henry@gmail.com,05/21/1981,585000,
155,6030 PALERMO WAY,EL DORADO HILLS,95762,CA,henry@gmail.com,05/21/1981,600000,
156,4070 REDONDO DR,EL DORADO HILLS,95762,CA,henry@gmail.com,05/21/1981,606238,
157,4004 CRESTA WAY,SACRAMENTO,95864,CA,henry@gmail.com,05/21/1981,660000,
158,315 JUMEL CT,EL DORADO HILLS,95762,CA,henry@gmail.com,05/21/1981,830000,
159,6272 LONGFORD DR Unit 1,CITRUS HEIGHTS,95621,CA,corbett@hotmail.com,07/26/1976,69000,
160,3432 Y ST,SACRAMENTO,95817,CA,henry@gmail.com,07/26/1976,70000,
161,9512 EMERALD PARK DR Unit 3,ELK GROVE,95624,CA,corbett@hotmail.com,07/26/1976,71000,
162,3132 CLAY ST,SACRAMENTO,95815,CA,henry@gmail.com,07/26/1976,78000,
163,5221 38TH AVE,SACRAMENTO,95824,CA,henry@gmail.com,07/26/1976,78400,
164,6112 HERMOSA ST,SACRAMENTO,95822,CA,henry@gmail.com,07/26/1976,80000,
165,483 ARCADE BLVD,SACRAMENTO,95815,CA,henry@gmail.com,07/26/1976,89000,
166,671 SONOMA AVE,SACRAMENTO,95815,CA,henry@gmail.com,07/26/1976,90000,
167,5980 79TH ST,SACRAMENTO,95824,CA,henry@gmail.com,07/26/1976,90000,
168,7607 ELDER CREEK RD,SACRAMENTO,95824,CA,henry@gmail.com,07/26/1976,92000,
169,5028 14TH AVE,SACRAMENTO,95820,CA,henry@gmail.com,07/26/1976,93675,
170,14788 NATCHEZ CT,RANCHO MURIETA,95683,CA,henry@gmail.com,07/26/1976,97750,
171,1069 ACACIA AVE,SACRAMENTO,95815,CA,henry@gmail.com,07/26/1976,98000,
172,5201 LAGUNA OAKS DR Unit 199,ELK GROVE,95758,CA,corbett@hotmail.com,07/26/1976,98000,
173,3847 LAS PASAS WAY,SACRAMENTO,95864,CA,henry@gmail.com,07/26/1976,99000,
174,5201 LAGUNA OAKS DR Unit 172,ELK GROVE,95758,CA,corbett@hotmail.com,07/26/1976,100000,
175,1121 CREEKSIDE WAY,GALT,95632,CA,henry@gmail.com,07/26/1976,106716,
176,5307 CABRILLO WAY,SACRAMENTO,95820,CA,henry@gmail.com,07/26/1976,111000,
177,3725 DON JULIO BLVD,NORTH HIGHLANDS,95660,CA,henry@gmail.com,07/26/1976,111000,
178,4803 MCCLOUD DR,SACRAMENTO,95842,CA,henry@gmail.com,07/26/1976,114800,
179,10542 SILVERWOOD WAY,RANCHO CORDOVA,95670,CA,henry@gmail.com,07/26/1976,120108,
180,6318 39TH AVE,SACRAMENTO,95824,CA,henry@gmail.com,07/26/1976,123225,
181,211 MCDANIEL CIR,SACRAMENTO,95838,CA,henry@gmail.com,07/26/1976,123750,
182,3800 LYNHURST WAY,NORTH HIGHLANDS,95660,CA,henry@gmail.com,07/26/1976,125000,
183,6139 HERMOSA ST,SACRAMENTO,95822,CA,henry@gmail.com,07/26/1976,125000,
184,2505 RHINE WAY,ELVERTA,95626,CA,henry@gmail.com,07/26/1976,126000,
185,3692 PAYNE WAY,NORTH HIGHLANDS,95660,CA,henry@gmail.com,07/26/1976,129000,
186,604 MORRISON AVE,SACRAMENTO,95838,CA,henry@gmail.com,07/26/1976,134000,
187,648 SANTA ANA AVE,SACRAMENTO,95838,CA,henry@gmail.com,07/26/1976,135000,
188,14 ASHLEY OAKS CT,SACRAMENTO,95815,CA,henry@gmail.com,07/26/1976,135500,
189,3174 NORTHVIEW DR,SACRAMENTO,95833,CA,henry@gmail.com,07/26/1976,140000,
190,840 TRANQUIL LN,GALT,95632,CA,henry@gmail.com,07/26/1976,140000,
191,5333 PRIMROSE DR Unit 19A,FAIR OAKS,95628,CA,corbett@hotmail.com,07/26/1976,142500,
192,1035 MILLET WAY,SACRAMENTO,95834,CA,henry@gmail.com,07/26/1976,143500,
193,5201 LAGUNA OAKS DR Unit 126,ELK GROVE,95758,CA,corbett@hotmail.com,07/26/1976,145000,
194,3328 22ND AVE,SACRAMENTO,95820,CA,henry@gmail.com,07/26/1976,145000,
195,8001 HARTWICK WAY,SACRAMENTO,95828,CA,henry@gmail.com,07/26/1976,145000,
196,7812 HARTWICK WAY,SACRAMENTO,95828,CA,henry@gmail.com,07/26/1976,145000,
197,4207 PAINTER WAY,NORTH HIGHLANDS,95660,CA,henry@gmail.com,07/26/1976,146000,
198,7458 WINKLEY WAY,SACRAMENTO,95822,CA,henry@gmail.com,07/26/1976,148500,
199,8354 SUNRISE WOODS WAY,SACRAMENTO,95828,CA,henry@gmail.com,07/26/1976,149000,
200,8116 COTTONMILL CIR,SACRAMENTO,95828,CA,henry@gmail.com,07/26/1976,150000,
201,4660 CEDARWOOD WAY,SACRAMENTO,95823,CA,henry@gmail.com,07/26/1976,150000,
202,9254 HARROGATE WAY,ELK GROVE,95758,CA,henry@gmail.com,07/26/1976,152000,
203,6716 TAREYTON WAY,CITRUS HEIGHTS,95621,CA,henry@gmail.com,07/26/1976,156000,
204,2028 ROBERT WAY,SACRAMENTO,95825,CA,henry@gmail.com,07/26/1976,156000,
205,9346 AIZENBERG CIR,ELK GROVE,95624,CA,henry@gmail.com,07/26/1976,156000,
206,4524 LOCH HAVEN WAY,SACRAMENTO,95842,CA,henry@gmail.com,07/26/1976,157788,
207,7140 BLUE SPRINGS WAY,CITRUS HEIGHTS,95621,CA,henry@gmail.com,07/26/1976,161653,
208,4631 11TH AVE,SACRAMENTO,95820,CA,henry@gmail.com,07/26/1976,161829,
209,3228 BAGGAN CT,ANTELOPE,95843,CA,henry@gmail.com,07/26/1976,165000,
210,8515 DARTFORD DR,SACRAMENTO,95823,CA,henry@gmail.com,07/26/1976,168000,
211,4500 TIPPWOOD WAY,SACRAMENTO,95842,CA,henry@gmail.com,07/26/1976,169000,
212,2460 EL ROCCO WAY,RANCHO CORDOVA,95670,CA,henry@gmail.com,07/26/1976,175000,
213,8244 SUNBIRD WAY,SACRAMENTO,95823,CA,henry@gmail.com,07/26/1976,176250,
214,5841 VALLEY VALE WAY,SACRAMENTO,95823,CA,henry@gmail.com,07/26/1976,179000,
215,7863 CRESTLEIGH CT,ANTELOPE,95843,CA,henry@gmail.com,07/26/1976,180000,
216,7129 SPRINGMONT DR,ELK GROVE,95758,CA,henry@gmail.com,07/26/1976,180400,
217,8284 RED FOX WAY,ELK GROVE,95758,CA,henry@gmail.com,07/26/1976,182000,
218,2219 EL CANTO CIR,RANCHO CORDOVA,95670,CA,henry@gmail.com,07/26/1976,184500,
219,8907 GEMWOOD WAY,ELK GROVE,95758,CA,henry@gmail.com,07/26/1976,185000,
220,5925 MALEVILLE AVE,CARMICHAEL,95608,CA,henry@gmail.com,07/26/1976,189000,
221,7031 CANEVALLEY CIR,CITRUS HEIGHTS,95621,CA,henry@gmail.com,07/26/1976,194000,
222,3949 WILDROSE WAY,SACRAMENTO,95826,CA,henry@gmail.com,07/26/1976,195000,
223,4437 MITCHUM CT,ANTELOPE,95843,CA,henry@gmail.com,07/26/1976,200000,
224,2778 KAWEAH CT,CAMERON PARK,95682,CA,henry@gmail.com,07/26/1976,201000,
225,1636 ALLENWOOD CIR,LINCOLN,95648,CA,henry@gmail.com,07/26/1976,202500,
226,8151 QUAIL RIDGE CT,SACRAMENTO,95828,CA,henry@gmail.com,07/26/1976,205000,
227,4899 WIND CREEK DR,SACRAMENTO,95838,CA,henry@gmail.com,07/26/1976,205000,
228,2370 BIG CANYON CREEK RD,PLACERVILLE,95667,CA,henry@gmail.com,07/26/1976,205000,
229,6049 HAMBURG WAY,SACRAMENTO,95823,CA,henry@gmail.com,07/26/1976,205000,
230,4232 71ST ST,SACRAMENTO,95820,CA,henry@gmail.com,07/26/1976,207000,
231,3361 BOW MAR CT,CAMERON PARK,95682,CA,henry@gmail.com,07/26/1976,210000,
232,1889 COLD SPRINGS RD,PLACERVILLE,95667,CA,henry@gmail.com,07/26/1976,211500,
233,5805 HIMALAYA WAY,CITRUS HEIGHTS,95621,CA,henry@gmail.com,07/26/1976,215000,
234,7944 SYLVAN OAK WAY,CITRUS HEIGHTS,95610,CA,henry@gmail.com,07/26/1976,215000,
235,3139 SPOONWOOD WAY Unit 1,SACRAMENTO,95833,CA,henry@gmail.com,07/26/1976,215500,
236,6217 LEOLA WAY,SACRAMENTO,95824,CA,henry@gmail.com,07/26/1976,222381,
237,2340 HURLEY WAY,SACRAMENTO,95825,CA,corbett@hotmail.com,07/26/1976,225000,
238,3035 BRUNNET LN,SACRAMENTO,95833,CA,henry@gmail.com,07/26/1976,225000,
239,3025 EL PRADO WAY,SACRAMENTO,95825,CA,henry@gmail.com,07/26/1976,225000,
240,9387 GRANITE FALLS CT,ELK GROVE,95624,CA,henry@gmail.com,07/26/1976,225000,
241,9257 CALDERA WAY,SACRAMENTO,95826,CA,henry@gmail.com,07/26/1976,228000,
242,441 ARLINGDALE CIR,RIO LINDA,95673,CA,henry@gmail.com,07/26/1976,229665,
243,2284 LOS ROBLES RD,MEADOW VISTA,95722,CA,henry@gmail.com,07/26/1976,230000,
244,8164 CHENIN BLANC LN,FAIR OAKS,95628,CA,henry@gmail.com,07/26/1976,230000,
245,4620 CHAMBERLIN CIR,ELK GROVE,95757,CA,henry@gmail.com,07/26/1976,230000,
246,5340 BIRK WAY,SACRAMENTO,95835,CA,henry@gmail.com,07/26/1976,234000,
247,51 ANJOU CIR,SACRAMENTO,95835,CA,henry@gmail.com,07/26/1976,235000,
248,2125 22ND AVE,SACRAMENTO,95822,CA,henry@gmail.com,07/26/1976,236250,
249,611 BLOSSOM ROCK LN,FOLSOM,95630,CA,corbett@hotmail.com,07/26/1976,240000,
250,8830 ADUR RD,ELK GROVE,95624,CA,henry@gmail.com,07/26/1976,242000,
251,7344 BUTTERBALL WAY,SACRAMENTO,95842,CA,henry@gmail.com,07/26/1976,245000,
252,8219 GWINHURST CIR,SACRAMENTO,95828,CA,henry@gmail.com,07/26/1976,245000,
253,3240 S ST,SACRAMENTO,95816,CA,henry@gmail.com,07/26/1976,245000,
254,221 PICASSO CIR,SACRAMENTO,95835,CA,henry@gmail.com,07/26/1976,250000,
255,5706 GREENACRES WAY,ORANGEVALE,95662,CA,henry@gmail.com,07/26/1976,250000,
256,6900 LONICERA DR,ORANGEVALE,95662,CA,henry@gmail.com,07/26/1976,250000,
257,419 DAWNRIDGE RD,ROSEVILLE,95678,CA,henry@gmail.com,07/26/1976,250000,
258,5312 MARBURY WAY,ANTELOPE,95843,CA,henry@gmail.com,07/26/1976,255000,
259,6344 BONHAM CIR,CITRUS HEIGHTS,95610,CA,steve@outlook.com,07/26/1976,256054,
260,8207 YORKTON WAY,SACRAMENTO,95829,CA,henry@gmail.com,07/26/1976,257729,
261,7922 MANSELL WAY,ELK GROVE,95758,CA,henry@gmail.com,07/26/1976,260000,
262,5712 MELBURY CIR,ANTELOPE,95843,CA,henry@gmail.com,07/26/1976,261000,
263,632 NEWBRIDGE LN,LINCOLN,95648,CA,henry@gmail.com,07/26/1976,261800,
264,1570 GLIDDEN AVE,SACRAMENTO,95822,CA,henry@gmail.com,07/26/1976,264469,
265,8108 FILIFERA WAY,ANTELOPE,95843,CA,henry@gmail.com,07/26/1976,265000,
266,230 BANKSIDE WAY,SACRAMENTO,95835,CA,henry@gmail.com,07/26/1976,270000,
267,5342 CALABRIA WAY,SACRAMENTO,95835,CA,henry@gmail.com,07/26/1976,270000,
268,47 NAPONEE CT,SACRAMENTO,95835,CA,henry@gmail.com,07/26/1976,270000,
269,4236 ADRIATIC SEA WAY,SACRAMENTO,95834,CA,henry@gmail.com,07/26/1976,270000,
270,8864 REMBRANT CT,ELK GROVE,95624,CA,henry@gmail.com,07/26/1976,275000,
271,9455 SEA CLIFF WAY,ELK GROVE,95758,CA,henry@gmail.com,07/26/1976,275000,
272,9720 LITTLE HARBOR WAY,ELK GROVE,95624,CA,henry@gmail.com,07/26/1976,280000,
273,8806 PHOENIX AVE,FAIR OAKS,95628,CA,henry@gmail.com,07/26/1976,286013,
274,3578 LOGGERHEAD WAY,SACRAMENTO,95834,CA,henry@gmail.com,07/26/1976,292000,
275,1416 LOCKHART WAY,ROSEVILLE,95747,CA,henry@gmail.com,07/26/1976,292000,
276,5413 BUENA VENTURA WAY,FAIR OAKS,95628,CA,henry@gmail.com,07/26/1976,293993,
